temperature;rate_3;rate_5;rate_10;rate_3_diff;rate_5_diff;rate_10_diff;rate_3_diff_reaction_0;rate_3_diff_reaction_1;rate_3_diff_reaction_2;rate_3_diff_reaction_3;rate_3_diff_reaction_4;rate_3_diff_reaction_5;rate_3_diff_reaction_6;rate_3_diff_reaction_7;rate_3_diff_cumulative;rate_5_diff_reaction_0;rate_5_diff_reaction_1;rate_5_diff_reaction_2;rate_5_diff_reaction_3;rate_5_diff_reaction_4;rate_5_diff_reaction_5;rate_5_diff_reaction_6;rate_5_diff_reaction_7;rate_5_diff_cumulative;rate_10_diff_reaction_0;rate_10_diff_reaction_1;rate_10_diff_reaction_2;rate_10_diff_reaction_3;rate_10_diff_reaction_4;rate_10_diff_reaction_5;rate_10_diff_reaction_6;rate_10_diff_reaction_7;rate_10_diff_cumulative
143.11088;99.18832;100.3533;99.33942;0.009066545;0.002143491;-0.000753257;0.006101626;7.34E-06;8.43E-07;3.19E-08;1.23E-06;7.20E-86;3.96E-24;7.37E-26;0.006189361;0.002166706;2.72E-06;8.66E-09;4.35E-08;1.03E-06;2.55E-121;4.40E-27;2.94E-23;0.003247067;0.001372136;2.76E-07;5.09E-08;2.26E-07;3.62E-12;2.92E-92;3.57E-30;1.89E-31;0.001722438
144.0658;99.17637;100.34839;99.34038;0.008469771;0.001941215;0.000376558;0.006496339;8.28E-06;9.50E-07;3.60E-08;1.33E-06;1.87E-85;5.03E-24;9.36E-26;0.006568598;0.002330783;3.02E-06;9.93E-09;4.79E-08;1.10E-06;8.43E-121;5.59E-27;3.56E-23;0.00329214;0.001468485;3.07E-07;5.66E-08;2.45E-07;4.08E-12;6.47E-92;4.53E-30;2.40E-31;0.001774602
145.02071;99.16268;100.33808;99.34036;0.00872404;0.003156572;1.10E-03;0.006916145;9.32E-06;1.07E-06;4.06E-08;1.44E-06;4.86E-85;6.39E-24;1.19E-25;0.006976595;0.002507195;3.36E-06;1.14E-08;5.27E-08;1.18E-06;2.78E-120;7.10E-27;4.31E-23;0.003362666;0.00157156;3.41E-07;6.29E-08;2.65E-07;4.59E-12;1.43E-91;5.76E-30;3.04E-31;0.001839055
145.97563;99.16821;100.33592;99.33969;0.010089284;0.004188698;0.00185064;0.007362589;1.05E-05;1.21E-06;4.57E-08;1.56E-06;1.26E-84;8.11E-24;1.51E-25;0.007414169;0.002696862;3.74E-06;1.30E-08;5.80E-08;1.26E-06;9.17E-120;9.01E-27;5.22E-23;0.003458168;0.001681828;3.79E-07;7.00E-08;2.87E-07;5.18E-12;3.18E-91;7.31E-30;3.87E-31;0.001915574
146.93054;99.16302;100.34537;99.33483;0.009990572;0.00472022;0.002394752;0.007837286;1.18E-05;1.36E-06;5.15E-08;1.69E-06;3.28E-84;1.03E-23;1.92E-25;0.007882362;0.002900757;4.16E-06;1.50E-08;6.38E-08;1.35E-06;3.03E-119;1.14E-26;6.32E-23;0.00357837;0.001799782;4.21E-07;7.78E-08;3.11E-07;5.83E-12;7.04E-91;9.28E-30;4.91E-31;0.002004048
147.88546;99.14892;100.33812;99.33235;0.010226434;0.004919701;3.11E-03;0.00834196;1.33E-05;1.53E-06;5.80E-08;1.83E-06;8.53E-84;1.31E-23;2.43E-25;0.008382458;0.003119935;4.62E-06;1.71E-08;7.02E-08;1.45E-06;9.98E-119;1.45E-26;7.65E-23;0.003723203;0.001925952;4.69E-07;8.65E-08;3.37E-07;6.57E-12;1.56E-90;1.18E-29;6.23E-31;0.002104477
148.84037;99.13783;100.33223;99.33064;0.010164194;0.004636154;0.00386429;0.008878409;1.50E-05;1.73E-06;6.54E-08;1.99E-06;2.22E-83;1.66E-23;3.09E-25;0.008915911;0.003355516;5.14E-06;1.96E-08;7.72E-08;1.55E-06;3.29E-118;1.84E-26;9.26E-23;0.003892785;0.0020609;5.21E-07;9.62E-08;3.65E-07;7.40E-12;3.46E-90;1.50E-29;7.91E-31;0.002216956
149.79529;99.12235;100.32496;99.32786;0.010675105;0.005208014;0.00407168;0.00944855;1.69E-05;1.95E-06;7.37E-08;2.15E-06;5.76E-83;2.11E-23;3.92E-25;0.009484379;0.003608707;5.71E-06;2.25E-08;8.50E-08;1.66E-06;1.09E-117;2.34E-26;1.12E-22;0.004087427;0.00220523;5.79E-07;1.07E-07;3.95E-07;8.34E-12;7.66E-90;1.90E-29;1.00E-30;0.002341681
150.7502;99.11189;100.31325;99.32612;0.012045061;0.005947158;0.003871614;0.010054379;1.91E-05;2.19E-06;8.30E-08;2.33E-06;1.50E-82;2.68E-23;4.98E-25;0.010089662;0.003880792;6.35E-06;2.58E-08;9.35E-08;1.78E-06;3.59E-117;2.97E-26;1.36E-22;0.00430761;0.002359581;6.44E-07;1.19E-07;4.28E-07;9.40E-12;1.70E-89;2.41E-29;1.28E-30;0.002478933
151.70512;99.09922;100.31098;99.31983;0.011508633;0.007403366;0.0038678;0.010698023;2.15E-05;2.47E-06;9.35E-08;2.52E-06;3.89E-82;3.40E-23;6.32E-25;0.010733743;0.004173153;7.06E-06;2.96E-08;1.03E-07;1.90E-06;1.18E-116;3.77E-26;1.64E-22;0.004554006;0.002524638;7.16E-07;1.32E-07;4.63E-07;1.06E-11;3.76E-89;3.06E-29;1.62E-30;0.002629084
152.66003;99.09583;100.30797;99.31502;0.010559491;0.006445713;0.004490789;0.01138169;2.42E-05;2.78E-06;1.05E-07;2.73E-06;1.01E-81;4.31E-23;8.02E-25;0.01141873;0.004487257;7.86E-06;3.39E-08;1.13E-07;2.04E-06;3.90E-116;4.79E-26;1.99E-22;0.004827444;0.002701128;7.97E-07;1.47E-07;5.02E-07;1.19E-11;8.34E-89;3.89E-29;2.06E-30;0.002792587
153.61495;99.08211;100.30195;99.31023;0.010797914;0.00671746;0.004446991;0.01210773;2.73E-05;3.14E-06;1.19E-07;2.96E-06;2.63E-81;5.48E-23;1.02E-24;0.012146905;0.004824685;8.73E-06;3.89E-08;1.24E-07;2.18E-06;1.29E-115;6.09E-26;2.41E-22;0.005128942;0.002889829;8.86E-07;1.63E-07;5.43E-07;1.34E-11;1.85E-88;4.94E-29;2.61E-30;0.00296998
154.56986;99.07806;100.2963;99.30596;0.011418134;0.007164768;0.004639525;0.01287858;3.08E-05;3.53E-06;1.34E-07;3.20E-06;6.82E-81;6.95E-23;1.29E-24;0.012920669;0.005187111;9.71E-06;4.45E-08;1.37E-07;2.33E-06;4.25E-115;7.73E-26;2.91E-22;0.005459672;0.003091563;9.85E-07;1.82E-07;5.88E-07;1.52E-11;4.10E-88;6.27E-29;3.31E-30;0.003161877
155.52478;99.0637;100.28834;99.30385;0.01154158;0.008438546;0.004956541;0.013696825;3.47E-05;3.98E-06;1.51E-07;3.47E-06;1.77E-80;8.83E-23;1.64E-24;0.013742596;0.005576337;1.08E-05;5.10E-08;1.51E-07;2.50E-06;1.40E-114;9.81E-26;3.53E-22;0.005820991;0.003307215;1.10E-06;2.02E-07;6.37E-07;1.71E-11;9.08E-88;7.96E-29;4.21E-30;0.003368979
156.47969;99.04905;100.28269;99.30018;0.013951154;0.010003154;0.00527906;0.014565142;3.91E-05;4.49E-06;1.70E-07;3.75E-06;4.61E-80;1.12E-22;2.09E-24;0.01461537;0.00599427;1.20E-05;5.85E-08;1.66E-07;2.67E-06;4.62E-114;1.25E-25;4.27E-22;0.006214413;0.003537714;1.22E-06;2.25E-07;6.89E-07;1.92E-11;2.01E-87;1.01E-28;5.34E-30;0.003592057
157.43461;99.03298;100.2668;99.29342;0.015460447;0.010391638;0.005919979;0.015486364;4.40E-05;5.05E-06;1.91E-07;4.06E-06;1.20E-79;1.42E-22;2.65E-24;0.015541856;0.006442959;1.34E-05;6.71E-08;1.82E-07;2.86E-06;1.52E-113;1.58E-25;5.17E-22;0.006641638;0.003784061;1.35E-06;2.50E-07;7.47E-07;2.17E-11;4.46E-87;1.28E-28;6.78E-30;0.003831973
158.38952;99.02359;100.25959;99.2882;0.016779092;0.011049197;0.006121373;0.016463415;4.96E-05;5.69E-06;2.16E-07;4.40E-06;3.11E-79;1.81E-22;3.36E-24;0.016525023;0.006924569;1.48E-05;7.69E-08;2.01E-07;3.06E-06;5.03E-113;2.01E-25;6.25E-22;0.007104527;0.004047309;1.51E-06;2.78E-07;8.08E-07;2.44E-11;9.88E-87;1.63E-28;8.61E-30;0.004089658
159.34444;99.00742;100.25055;99.28402;0.019074375;0.011231608;0.005693324;0.017499385;5.59E-05;6.42E-06;2.43E-07;4.77E-06;8.08E-79;2.29E-22;4.27E-24;0.017568026;0.007441422;1.65E-05;8.81E-08;2.21E-07;3.28E-06;1.66E-112;2.55E-25;7.57E-22;0.007605134;0.004328586;1.67E-06;3.09E-07;8.75E-07;2.75E-11;2.19E-86;2.07E-28;1.09E-29;0.004366137
160.29935;98.9896;100.23806;99.27531;0.020711137;0.011244808;0.006017238;0.018597451;6.29E-05;7.23E-06;2.74E-07;5.16E-06;2.10E-78;2.91E-22;5.42E-24;0.018674124;0.00799597;1.84E-05;1.01E-07;2.43E-07;3.51E-06;5.48E-112;3.24E-25;9.16E-22;0.008145674;0.00462908;1.86E-06;3.44E-07;9.48E-07;3.10E-11;4.85E-86;2.62E-28;1.39E-29;0.004662505
161.25427;98.97433;100.22558;99.26836;0.023104616;0.011610297;0.005848652;0.019760961;7.09E-05;8.15E-06;3.09E-07;5.59E-06;5.46E-78;3.70E-22;6.88E-24;0.019846765;0.008590838;2.04E-05;1.16E-07;2.67E-07;3.76E-06;1.81E-111;4.11E-25;1.11E-21;0.008728567;0.004950063;2.07E-06;3.82E-07;1.03E-06;3.49E-11;1.08E-85;3.33E-28;1.76E-29;0.004979956
162.20918;98.94189;100.21803;99.26171;0.026005215;0.011380662;0.006071288;0.020993344;7.99E-05;9.18E-06;3.48E-07;6.05E-06;1.42E-77;4.69E-22;8.73E-24;0.021089493;0.009228787;2.27E-05;1.33E-07;2.94E-07;4.03E-06;5.96E-111;5.22E-25;1.34E-21;0.009356399;0.005292872;2.30E-06;4.25E-07;1.11E-06;3.94E-11;2.38E-85;4.23E-28;2.24E-29;0.005319758
163.1641;98.92496;100.20633;99.25828;0.028773193;0.012649161;0.007043356;0.022298204;9.00E-05;1.03E-05;3.92E-07;6.55E-06;3.68E-77;5.96E-22;1.11E-23;0.02240605;0.009912772;2.52E-05;1.52E-07;3.23E-07;4.31E-06;1.97E-110;6.62E-25;1.62E-21;0.010031972;0.005658937;2.56E-06;4.72E-07;1.20E-06;4.44E-11;5.28E-85;5.37E-28;2.84E-29;0.005683283
164.11901;98.89365;100.1924;99.2551;0.030882445;0.013235327;0.00782643;0.023679214;1.01E-04;1.17E-05;4.41E-07;7.09E-06;9.57E-77;7.57E-22;1.41E-23;0.023800263;0.010645894;2.81E-05;1.74E-07;3.56E-07;4.61E-06;6.49E-110;8.41E-25;1.97E-21;0.010758258;0.006049758;2.85E-06;5.25E-07;1.30E-06;5.00E-11;1.17E-84;6.82E-28;3.61E-29;0.00607198
165.07393;98.86562;100.18261;99.25027;0.032386872;0.013873518;0.008154939;0.02514022;1.14E-04;1.31E-05;4.97E-07;7.68E-06;2.49E-76;9.61E-22;1.79E-23;0.025276161;0.011431462;3.12E-05;2.00E-07;3.92E-07;4.94E-06;2.14E-109;1.07E-24;2.38E-21;0.011538458;0.006466939;3.16E-06;5.84E-07;1.41E-06;5.63E-11;2.59E-84;8.66E-28;4.58E-29;0.006487409
166.02884;98.8319;100.16802;99.23805;0.035175279;0.015596909;0.008664863;0.026685122;1.29E-04;1.48E-05;5.61E-07;8.32E-06;6.46E-76;1.22E-21;2.27E-23;0.026837843;0.012272936;3.47E-05;2.29E-07;4.31E-07;5.29E-06;7.06E-109;1.36E-24;2.88E-21;0.012375945;0.006912157;3.52E-06;6.49E-07;1.53E-06;6.35E-11;5.75E-84;1.10E-27;5.81E-29;0.006931211
166.98376;98.80053;100.15213;99.22932;0.036938435;0.018123597;0.009524078;0.028317986;1.45E-04;1.67E-05;6.32E-07;9.01E-06;1.68E-75;1.55E-21;2.88E-23;0.028489609;0.013174002;3.86E-05;2.62E-07;4.74E-07;5.66E-06;2.33E-108;1.72E-24;3.49E-21;0.013274334;0.007387203;3.91E-06;7.22E-07;1.65E-06;7.15E-11;1.27E-83;1.40E-27;7.38E-29;0.007405147
167.93867;98.76466;100.13633;99.21776;0.039953578;0.019286546;0.00977022;0.030042906;1.63E-04;1.88E-05;7.12E-07;9.75E-06;4.36E-75;1.97E-21;3.66E-23;0.030235813;0.014138499;4.29E-05;3.01E-07;5.21E-07;6.06E-06;7.68E-108;2.18E-24;4.22E-21;0.014237412;0.007893948;4.35E-06;8.03E-07;1.79E-06;8.06E-11;2.82E-83;1.77E-27;9.37E-29;0.007911062
168.89359;98.72946;100.11774;99.20715;0.04032906;0.021612199;0.009633552;0.031864133;1.84E-04;2.12E-05;8.02E-07;1.06E-05;1.13E-74;2.50E-21;4.64E-23;0.032081;0.015170505;4.77E-05;3.45E-07;5.74E-07;6.49E-06;2.53E-107;2.77E-24;5.11E-21;0.015269219;0.008434384;4.84E-06;8.93E-07;1.94E-06;9.08E-11;6.26E-83;2.25E-27;1.19E-28;0.008450927
169.8485;98.68871;100.09675;99.19914;0.042209416;0.025742866;0.00992151;0.033785912;2.08E-04;2.39E-05;9.04E-07;1.14E-05;2.95E-74;3.17E-21;5.90E-23;0.03402975;0.016274248;5.30E-05;3.95E-07;6.31E-07;6.95E-06;8.36E-107;3.52E-24;6.19E-21;0.016373963;0.009010589;5.38E-06;9.93E-07;2.10E-06;1.02E-10;1.39E-82;2.86E-27;1.51E-28;0.009026803
170.80342;98.6498;100.07356;99.19183;0.044727941;0.02958743;0.009747199;0.035812623;2.34E-04;2.69E-05;1.02E-06;1.24E-05;7.66E-74;4.02E-21;7.49E-23;0.036086817;0.017454202;5.90E-05;4.53E-07;6.94E-07;7.44E-06;2.76E-106;4.47E-24;7.49E-21;0.017556112;0.009624769;5.98E-06;1.10E-06;2.27E-06;1.15E-10;3.07E-82;3.63E-27;1.92E-28;0.009640883
171.75833;98.59947;100.04492;99.18386;0.047327506;0.032336509;0.011794045;0.037948599;2.63E-04;3.03E-05;1.15E-06;1.34E-05;1.99E-73;5.11E-21;9.51E-23;0.038256958;0.018714985;6.56E-05;5.19E-07;7.64E-07;7.96E-06;9.10E-106;5.68E-24;9.06E-21;0.018820292;0.010279217;6.65E-06;1.23E-06;2.46E-06;1.30E-10;6.81E-82;4.60E-27;2.44E-28;0.010295451
172.71325;98.55706;100.01508;99.17211;0.049706147;0.034527122;0.012756734;0.04019828;2.97E-04;3.41E-05;1.29E-06;1.45E-05;5.17E-73;6.49E-21;1.21E-22;0.040545087;0.020061458;7.29E-05;5.95E-07;8.40E-07;8.53E-06;3.00E-105;7.21E-24;1.10E-20;0.020171388;0.010976366;7.39E-06;1.36E-06;2.67E-06;1.46E-10;1.51E-81;5.85E-27;3.09E-28;0.010992934
173.66816;98.51495;99.98575;99.16312;0.053438466;0.036994263;0.014579422;0.042566005;3.34E-04;3.84E-05;1.46E-06;1.57E-05;1.34E-72;8.24E-21;1.53E-22;0.04295608;0.02149861;8.11E-05;6.82E-07;9.25E-07;9.13E-06;9.91E-105;9.15E-24;1.33E-20;0.021614428;0.011718734;8.22E-06;1.52E-06;2.89E-06;1.65E-10;3.34E-81;7.42E-27;3.93E-28;0.011735848
174.62308;98.46663;99.94444;99.14747;0.057199797;0.037873366;0.016585005;0.045056175;3.77E-04;4.33E-05;1.64E-06;1.70E-05;3.49E-72;1.05E-20;1.95E-22;0.045494943;0.023031664;9.01E-05;7.81E-07;1.02E-06;9.77E-06;3.27E-104;1.16E-23;1.61E-20;0.023154689;0.012508984;9.14E-06;1.69E-06;3.13E-06;1.86E-10;7.41E-81;9.42E-27;4.98E-28;0.012526855
175.57799;98.41035;99.90051;99.12851;0.060307236;0.039813472;0.016929439;0.04767303;4.24E-04;4.88E-05;1.85E-06;1.84E-05;9.07E-72;1.33E-20;2.47E-22;0.048166593;0.024665942;1.00E-04;8.96E-07;1.12E-06;1.05E-05;1.08E-103;1.48E-23;1.95E-20;0.024797562;0.013349863;1.02E-05;1.88E-06;3.39E-06;2.09E-10;1.64E-80;1.20E-26;6.33E-28;0.013368707
176.53291;98.34842;99.86398;99.1125;0.066711958;0.041585269;0.018013171;0.050420818;4.78E-04;5.50E-05;2.08E-06;2.00E-05;2.36E-71;1.69E-20;3.14E-22;0.050976046;0.026406976;1.11E-04;1.03E-06;1.23E-06;1.12E-05;3.56E-103;1.87E-23;2.35E-20;0.026548665;0.014244267;1.13E-05;2.09E-06;3.67E-06;2.36E-10;3.64E-80;1.52E-26;8.03E-28;0.014264303
177.48782;98.29051;99.83301;99.0904;0.067278157;0.043209608;0.01888026;0.053303547;5.39E-04;6.20E-05;2.35E-06;2.16E-05;6.12E-71;2.14E-20;3.98E-22;0.053928165;0.028260353;1.24E-04;1.18E-06;1.35E-06;1.20E-05;1.17E-102;2.38E-23;2.85E-20;0.028413686;0.015195167;1.26E-05;2.32E-06;3.97E-06;2.66E-10;8.07E-80;1.93E-26;1.02E-27;0.015216625
178.44274;98.22419;99.79336;99.07699;0.06869685;0.04521193;0.020457271;0.056325169;6.07E-04;6.98E-05;2.65E-06;2.34E-05;1.59E-70;2.72E-20;5.06E-22;0.057027873;0.030231834;1.38E-04;1.35E-06;1.49E-06;1.28E-05;3.87E-102;3.02E-23;3.45E-20;0.030398509;0.016205685;1.40E-05;2.58E-06;4.30E-06;3.00E-10;1.79E-79;2.45E-26;1.30E-27;0.016228807
179.39765;98.15252;99.74796;99.05673;0.071727622;0.04594636;0.022074913;0.0594893;6.84E-04;7.87E-05;2.98E-06;2.53E-05;4.13E-70;3.45E-20;6.42E-22;0.060279871;0.032327169;1.53E-04;1.55E-06;1.64E-06;1.37E-05;1.28E-101;3.83E-23;4.18E-20;0.032509023;0.017279007;1.55E-05;2.87E-06;4.66E-06;3.38E-10;3.96E-79;3.11E-26;1.64E-27;0.017304049
180.35257;98.08388;99.70724;99.03809;0.079621836;0.049491436;0.024732602;0.062799427;7.70E-04;8.87E-05;3.36E-06;2.74E-05;1.07E-69;4.38E-20;8.15E-22;0.06368887;0.034552224;1.70E-04;1.77E-06;1.80E-06;1.47E-05;4.21E-101;4.87E-23;5.06E-20;0.034751258;0.018418463;1.73E-05;3.19E-06;5.04E-06;3.80E-10;8.78E-79;3.95E-26;2.09E-27;0.018445699
181.30748;98.01733;99.65194;99.02077;0.082357133;0.053062137;0.027691561;0.066258591;8.67E-04;9.99E-05;3.78E-06;2.97E-05;2.79E-69;5.56E-20;1.03E-21;0.067259285;0.03691277;1.89E-04;2.03E-06;1.98E-06;1.58E-05;1.39E-100;6.18E-23;6.12E-20;0.037131165;0.019627431;1.92E-05;3.55E-06;5.46E-06;4.29E-10;1.95E-78;5.01E-26;2.65E-27;0.019657155
182.2624;97.93978;99.60194;98.98938;0.085449412;0.056323801;0.030249139;0.069869616;9.77E-04;1.13E-04;4.26E-06;3.22E-05;7.25E-69;7.06E-20;1.31E-21;0.070995485;0.039414615;2.11E-04;2.33E-06;2.18E-06;1.69E-05;4.59E-100;7.85E-23;7.41E-20;0.039654762;0.020909423;2.14E-05;3.94E-06;5.91E-06;4.83E-10;4.31E-78;6.36E-26;3.37E-27;0.020941954
183.21731;98.52929;99.55112;98.96027;0.089749344;0.059493332;0.033610366;0.073634762;1.10E-03;1.27E-04;4.81E-06;3.48E-05;1.88E-68;8.96E-20;1.67E-21;0.074901462;0.042063353;2.34E-04;2.67E-06;2.40E-06;1.81E-05;1.51E-99;9.96E-23;8.97E-20;0.04232788;0.02226797;2.38E-05;4.38E-06;6.40E-06;5.44E-10;9.55E-78;8.08E-26;4.27E-27;0.022303655
184.17223;97.78458;99.4941;98.92609;0.095325141;0.064063434;0.035104916;0.077555967;1.24E-03;1.43E-04;5.41E-06;3.77E-05;4.90E-68;1.14E-19;2.12E-21;0.078981107;0.044864515;2.60E-04;3.06E-06;2.64E-06;1.93E-05;4.99E-99;1.26E-22;1.09E-19;0.045156315;0.02370672;2.64E-05;4.87E-06;6.93E-06;6.13E-10;2.12E-77;1.03E-25;5.42E-27;0.023745939
185.12714;97.6987;99.43807;98.88953;0.106768665;0.06579697;0.03695194;0.081634475;1.40E-03;1.61E-04;6.10E-06;4.08E-05;1.27E-67;1.44E-19;2.69E-21;0.083237846;0.047823278;2.89E-04;3.50E-06;2.91E-06;2.07E-05;1.65E-98;1.61E-22;1.31E-19;0.048145539;0.025229307;2.94E-05;5.42E-06;7.50E-06;6.91E-10;4.69E-77;1.30E-25;6.89E-27;0.025272474
186.08206;97.6155;99.37084;98.85378;0.107672727;0.066040742;0.039113485;0.085871098;1.57E-03;1.81E-04;6.87E-06;4.42E-05;3.31E-67;1.83E-19;3.41E-21;0.08767495;0.050944618;3.22E-04;4.02E-06;3.20E-06;2.22E-05;5.43E-98;2.04E-22;1.59E-19;0.051300865;0.026839453;3.27E-05;6.03E-06;8.13E-06;7.78E-10;1.04E-76;1.65E-25;8.74E-27;0.026887024
187.03697;97.50886;99.31005;98.81978;0.109559328;0.070069815;0.040179484;0.09026581;1.77E-03;2.04E-04;7.75E-06;4.79E-05;8.59E-67;2.33E-19;4.33E-21;0.092295141;0.054232988;3.58E-04;4.60E-06;3.52E-06;2.37E-05;1.79E-97;2.59E-22;1.92E-19;0.054627116;0.028540821;3.63E-05;6.70E-06;8.80E-06;8.77E-10;2.30E-76;2.10E-25;1.11E-26;0.028593297
187.99189;97.41025;99.23854;98.7832;0.113476221;0.07085214;0.040853974;0.094818035;1.99E-03;2.30E-04;8.73E-06;5.19E-05;2.23E-66;2.96E-19;5.50E-21;0.097100934;0.057692483;3.98E-04;5.28E-06;3.87E-06;2.54E-05;5.91E-97;3.29E-22;2.33E-19;0.058128803;0.030337124;4.04E-05;7.45E-06;9.53E-06;9.88E-10;5.11E-76;2.67E-25;1.41E-26;0.030395057
188.9468;97.29282;99.16327;98.74522;0.114883869;0.072776771;0.041658255;0.099526208;2.24E-03;2.60E-04;9.83E-06;5.62E-05;5.80E-66;3.75E-19;6.99E-21;0.102094215;0.061326469;4.42E-04;6.05E-06;4.26E-06;2.72E-05;1.95E-96;4.17E-22;2.82E-19;0.061809757;0.032231956;4.49E-05;8.29E-06;1.03E-05;1.11E-09;1.13E-75;3.38E-25;1.79E-26;0.032295957
189.90172;97.18396;99.09426;98.7069;0.115895658;0.074793267;0.042372289;0.104388083;2.52E-03;2.92E-04;1.11E-05;6.08E-05;1.51E-65;4.77E-19;8.87E-21;0.107276614;0.065137774;4.92E-04;6.93E-06;4.69E-06;2.91E-05;6.44E-96;5.30E-22;3.41E-19;0.065673323;0.034228917;4.99E-05;9.21E-06;1.12E-05;1.25E-09;2.51E-75;4.30E-25;2.27E-26;0.034299659
190.85663;97.07669;99.03986;98.66269;0.119240721;0.076515642;0.043228059;0.109400267;0.002841027;3.29E-04;1.25E-05;6.58E-05;3.92E-65;6.05E-19;1.13E-20;0.112649061;0.069128271;5.47E-04;7.94E-06;5.16E-06;3.12E-05;2.12E-95;6.73E-22;4.13E-19;0.06972195;0.036331414;5.55E-05;1.02E-05;1.21E-05;1.41E-09;5.56E-75;5.45E-25;2.88E-26;0.036409643
191.81155;96.97086;98.96355;98.61514;0.120616365;0.080272328;0.044503412;0.114558548;0.0031971;3.71E-04;1.41E-05;7.13E-05;1.02E-64;7.68E-19;1.43E-20;0.11821219;0.073299088;6.08E-04;9.10E-06;5.67E-06;3.34E-05;7.00E-95;8.54E-22;5.00E-19;0.073957409;0.0385428;6.17E-05;1.14E-05;1.31E-05;1.59E-09;1.23E-74;6.93E-25;3.66E-26;0.038629339
192.76646;96.86077;98.87774;98.57518;0.124760853;0.082910907;0.045254453;0.119857393;0.003597216;4.18E-04;1.59E-05;7.72E-05;2.64E-64;9.76E-19;1.82E-20;0.123965862;0.077650161;6.76E-04;1.04E-05;6.24E-06;3.57E-05;2.31E-94;1.08E-21;6.05E-19;0.078380346;0.040866153;6.86E-05;1.27E-05;1.42E-05;1.80E-09;2.73E-74;8.79E-25;4.65E-26;0.040961915
193.72138;96.73844;98.80839;98.53941;0.126550605;0.087195575;0.04420652;0.12529029;0.004046678;4.71E-04;1.79E-05;8.36E-05;6.87E-64;1.24E-18;2.30E-20;0.129909601;0.082180464;7.51E-04;1.20E-05;6.87E-06;3.82E-05;7.62E-94;1.38E-21;7.33E-19;0.082990531;0.043304424;7.63E-05;1.41E-05;1.54E-05;2.02E-09;6.05E-74;1.12E-24;5.90E-26;0.043410418
194.67629;96.61509;98.71636;98.49286;0.135027946;0.093577038;0.044031054;0.130849217;0.004551368;0.000530859;2.01E-05;9.05E-05;1.79E-63;1.57E-18;2.93E-20;0.136042084;0.086887529;8.35E-04;1.37E-05;7.56E-06;4.09E-05;2.52E-93;1.75E-21;8.87E-19;0.087786377;0.045860193;8.48E-05;1.57E-05;1.66E-05;2.28E-09;1.34E-73;1.42E-24;7.50E-26;0.045977539
195.63121;96.47885;98.62988;98.45106;0.140128509;0.098501236;0.045082814;0.136524983;0.005117838;0.000598091;2.27E-05;9.80E-05;4.64E-63;2.00E-18;3.72E-20;0.1423616;0.091767715;9.28E-04;1.57E-05;8.31E-06;4.38E-05;8.30E-93;2.22E-21;1.07E-18;0.092765225;0.048535832;9.43E-05;1.74E-05;1.80E-05;2.57E-09;2.97E-73;1.80E-24;9.52E-26;0.048665771
196.58612;96.34734;98.53625;98.40586;0.146482004;0.101629963;0.048020063;0.142306651;0.00575333;0.000673827;2.56E-05;1.06E-04;1.21E-62;2.54E-18;4.72E-20;0.148865488;0.096815701;1.03E-03;1.80E-05;9.15E-06;4.69E-05;2.74E-92;2.82E-21;1.30E-18;0.097922842;0.051333239;1.05E-04;1.94E-05;1.95E-05;2.89E-09;6.58E-73;2.28E-24;1.21E-25;0.051477146
197.54104;96.21228;98.43724;98.358;0.151882292;0.108384574;0.051793254;0.148181874;0.00646588;0.000759142;2.88E-05;1.15E-04;3.13E-62;3.22E-18;5.99E-20;0.155550603;0.102024796;1.15E-03;2.06E-05;1.01E-05;5.02E-05;9.03E-92;3.58E-21;1.57E-18;0.103253746;0.054254012;1.17E-04;2.15E-05;2.11E-05;3.26E-09;1.46E-72;2.90E-24;1.53E-25;0.054413411
198.49595;96.06777;98.33779;98.31399;0.15853144;0.113962544;0.055093511;0.154136251;0.007264329;0.000855241;3.24E-05;1.24E-04;8.14E-62;4.09E-18;7.60E-20;0.162412694;0.107386412;1.27E-03;2.37E-05;1.11E-05;5.38E-05;2.98E-91;4.54E-21;1.90E-18;0.108750694;0.057299166;1.30E-04;2.39E-05;2.29E-05;3.67E-09;3.23E-72;3.68E-24;1.95E-25;0.057475749
199.45087;95.91878;98.22935;98.27117;0.167986695;0.116932822;0.05741283;0.160153629;0.008158438;0.000963487;3.66E-05;1.35E-04;2.12E-61;5.19E-18;9.65E-20;0.169446843;0.112890424;1.42E-03;2.71E-05;1.22E-05;5.76E-05;9.83E-91;5.77E-21;2.30E-18;0.114405052;0.060469327;1.44E-04;2.66E-05;2.48E-05;4.14E-09;7.17E-72;4.68E-24;2.47E-25;0.060664967
200.40578;95.74508;98.11445;98.20935;0.176359061;0.12163987;0.06229805;0.166215382;0.009158881;0.001085405;4.12E-05;1.46E-04;5.50E-61;6.59E-18;1.23E-19;0.176646747;0.118524642;1.57E-03;3.11E-05;1.34E-05;6.16E-05;3.24E-90;7.32E-21;2.79E-18;0.120206281;0.063764424;1.60E-04;2.96E-05;2.68E-05;4.66E-09;1.59E-71;5.94E-24;3.14E-25;0.063981202
