temperature,rate_3,rate_5,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_reaction_4,rate_3_diff_reaction_5,rate_3_diff_cumulative,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_reaction_4,rate_5_diff_reaction_5,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_reaction_4,rate_10_diff_reaction_5,rate_10_diff_cumulative
286.59422,67.97864,69.1432,78.48431,0.253793214,0.232341751,0.486669801,0.004803534,4.91E-07,0.247058416,3.30E-35,5.54E-09,4.49E-07,0.251862896,0.020063206,0.008553209,0.181167485,4.90E-43,9.43E-11,4.81E-09,0.209783906,0.071247426,0.314321097,0.095710084,4.18E-54,1.40E-16,5.10E-12,0.481278606
287.54914,67.72925,68.90157,78.01331,0.255252797,0.236127267,0.48453478,0.004371395,2.22E-07,0.252900449,1.29E-34,7.04E-09,5.15E-07,0.257272587,0.018358876,0.005351123,0.185334717,1.92E-42,1.20E-10,5.63E-09,0.209044721,0.06715765,0.315016101,0.099041743,1.49E-53,1.92E-16,6.18E-12,0.481215493
288.50405,67.47906,68.70399,77.5572,0.258416046,0.240139244,0.481926376,0.003977707,1.00E-07,0.258795023,5.06E-34,8.94E-09,5.90E-07,0.26277343,0.016789728,0.003337274,0.189548498,7.51E-42,1.52E-10,6.61E-09,0.209675506,0.063226314,0.31490333,0.102456723,5.28E-53,2.65E-16,7.48E-12,0.480586367
289.45897,67.2291,68.4466,77.11504,0.266018303,0.242949505,0.479751212,0.003619116,4.52E-08,0.264738789,1.98E-33,1.13E-08,6.76E-07,0.268358638,0.015346598,0.002077185,0.193807212,2.94E-41,1.93E-10,7.75E-09,0.211231003,0.059456322,0.313864701,0.105954926,1.87E-52,3.64E-16,9.05E-12,0.47927595
290.41388,66.98594,68.23266,76.6415,0.271379276,0.245048181,0.476382096,0.00329256,2.04E-08,0.27072802,7.74E-33,1.44E-08,7.75E-07,0.27402139,0.014020737,0.001291283,0.198108974,1.15E-40,2.45E-10,9.08E-09,0.213421004,0.055849452,0.31174681,0.109535939,6.66E-52,5.00E-16,1.10E-11,0.477132202
291.3688,66.72128,67.97686,76.19303,0.274448676,0.24837188,0.472462961,0.002995221,9.20E-09,0.276759122,3.03E-32,1.83E-08,8.89E-07,0.27975526,0.01280372,0.000802101,0.202451995,4.49E-40,3.11E-10,1.07E-08,0.216057827,0.052406144,0.308358515,0.113199324,2.37E-51,6.88E-16,1.33E-11,0.473963983
292.32371,66.45933,67.74423,75.74424,0.281132061,0.25162638,0.469361851,0.002724534,4.16E-09,0.282828138,1.19E-31,2.32E-08,1.02E-06,0.285553718,0.011687588,0.000497998,0.206834217,1.76E-39,3.95E-10,1.25E-08,0.219019816,0.049125905,0.303472466,0.116944306,8.40E-51,9.45E-16,1.60E-11,0.469542677
293.27863,66.18386,67.5099,75.29764,0.28868754,0.253377403,0.465484682,0.002478138,1.88E-09,0.288931261,4.64E-31,2.95E-08,1.17E-06,0.291410598,0.010664756,0.000309096,0.211253685,6.88E-39,5.01E-10,1.46E-08,0.222227552,0.046007135,0.296832469,0.120770079,2.98E-50,1.30E-15,1.94E-11,0.463609683
294.23354,65.8823,67.26146,74.84831,0.294536449,0.254202766,0.458646077,0.002253888,8.47E-10,0.295064336,1.81E-30,3.74E-08,1.34E-06,0.297319601,0.009728116,0.000191813,0.215708179,2.69E-38,6.37E-10,1.72E-08,0.225628126,0.043047515,0.288171164,0.124675483,1.06E-49,1.79E-15,2.35E-11,0.455894161
295.18846,65.62534,67.02808,74.42426,0.300634237,0.255864377,0.450858241,0.002049813,3.82E-10,0.301223386,7.10E-30,4.75E-08,1.53E-06,0.303274781,0.008870949,0.000119017,0.220195592,1.05E-37,8.08E-10,2.01E-08,0.229185579,0.040243851,0.277239514,0.128659322,3.77E-49,2.46E-15,2.85E-11,0.446142687
296.14337,65.34194,66.76706,73.9954,0.301982105,0.258335934,0.44190629,0.001864121,1.72E-10,0.307404103,2.78E-29,6.03E-08,1.76E-06,0.309270042,0.008086998,7.38434E-05,0.224713557,4.12E-37,1.03E-09,2.36E-08,0.232874424,0.03759244,0.263851864,0.132720032,1.34E-48,3.38E-15,3.44E-11,0.434164336
297.09829,65.03681,66.52931,73.581,0.304118681,0.264021354,0.429186318,0.001695169,7.78E-11,0.313602376,1.09E-28,7.66E-08,2.01E-06,0.315299637,0.007370389,4.58E-05,0.229259831,1.61E-36,1.30E-09,2.77E-08,0.236676062,0.035088931,0.247940942,0.136856012,4.75E-48,4.64E-15,4.17E-11,0.419885885
298.0532,64.73659,66.26983,73.16873,0.311548295,0.264611912,0.413650936,0.001541466,3.51E-11,0.319813789,4.25E-28,9.73E-08,2.31E-06,0.321357661,0.006715678,2.84E-05,0.233831917,6.31E-36,1.65E-09,3.24E-08,0.240576051,0.032728651,0.229617126,0.141065284,1.69E-47,6.38E-15,5.05E-11,0.403411061
299.00812,64.4524,66.03388,72.78344,0.320490932,0.262454277,0.395007803,0.001401643,1.59E-11,0.326034147,1.66E-27,1.23E-07,2.65E-06,0.32743856,0.00611778,1.76E-05,0.23842745,2.47E-35,2.10E-09,3.80E-08,0.244562903,0.030506483,0.209210767,0.145345834,6.00E-47,8.77E-15,6.11E-11,0.385063084
299.96303,64.13244,65.75831,72.41352,0.329345206,0.264643299,0.374051693,0.001274459,7.15E-12,0.33225897,6.51E-27,1.57E-07,3.03E-06,0.333536619,0.005572005,1.09E-05,0.243043824,9.66E-35,2.67E-09,4.46E-08,0.248626815,0.028417151,0.187282516,0.149695264,2.13E-46,1.21E-14,7.39E-11,0.36539493
300.91795,63.83053,65.5119,72.06844,0.333353671,0.267056207,0.351855029,0.001158777,3.23E-12,0.338484028,2.55E-26,1.99E-07,3.48E-06,0.33964648,0.005073989,6.79E-06,0.247678576,3.78E-34,3.39E-09,5.23E-08,0.252759407,0.026455107,0.164580624,0.154111148,7.57E-46,1.66E-14,8.95E-11,0.345146879
301.87286,63.51023,65.24374,71.741,0.338011755,0.268008551,0.329663177,0.001053565,1.46E-12,0.344704827,9.96E-26,2.53E-07,3.98E-06,0.345762629,0.004619721,4.21E-06,0.252329008,1.48E-33,4.30E-09,6.13E-08,0.256953005,0.024614776,0.141952635,0.158590674,2.69E-45,2.28E-14,1.08E-10,0.325158085
302.82778,63.1456,65.03439,71.44361,0.345371903,0.271053069,0.308539261,0.000957879,6.57E-13,0.350917147,3.90E-25,3.21E-07,4.57E-06,0.351879914,0.004205481,2.61E-06,0.256992581,5.78E-33,5.46E-09,7.19E-08,0.261200751,0.022890451,0.120225252,0.163131014,9.55E-45,3.13E-14,1.31E-10,0.306246717
303.78269,62.8393,64.74074,71.1627,0.349850802,0.272845025,0.288882245,0.000870863,2.97E-13,0.357116531,1.52E-24,4.07E-07,5.23E-06,0.357993036,0.003827859,1.62E-06,0.26166653,2.26E-32,6.93E-09,8.43E-08,0.2654961,0.021276498,0.100093664,0.167728957,3.39E-44,4.31E-14,1.59E-10,0.28909912
304.73761,62.51079,64.46894,70.88496,0.351905251,0.275601983,0.271534391,0.000791733,1.34E-13,0.363298819,5.97E-24,5.17E-07,6.00E-06,0.364097069,0.003483701,1.01E-06,0.266348262,8.85E-32,8.80E-09,9.89E-08,0.269833076,0.019767262,0.082044087,0.172381294,1.21E-43,5.92E-14,1.92E-10,0.274192642
305.69252,62.17678,64.22008,70.63566,0.35481398,0.282467311,0.257339873,0.000719779,6.05E-14,0.369459637,2.33E-23,6.57E-07,6.88E-06,0.370186949,0.003170125,6.24E-07,0.271034971,3.46E-31,1.12E-08,1.16E-07,0.274205847,0.018357232,0.066331118,0.177084438,4.28E-43,8.14E-14,2.33E-10,0.261772787
306.64744,61.81956,63.94571,70.39522,0.362146147,0.288146638,0.247093759,0.000654351,2.73E-14,0.375594931,9.13E-23,8.34E-07,7.88E-06,0.376257998,0.00288447,3.87E-07,0.275724034,1.35E-30,1.42E-08,1.36E-07,0.278609041,0.017040954,0.052997978,0.181834826,1.52E-42,1.12E-13,2.82E-10,0.251873758
307.60235,61.47062,63.66156,70.17159,0.370187516,0.288694089,0.238878726,0.000594862,1.23E-14,0.381700458,3.57E-22,1.06E-06,9.03E-06,0.382305412,0.002624306,2.40E-07,0.280412627,5.30E-30,1.80E-08,1.59E-07,0.28303735,0.015813174,0.041927778,0.186628534,5.40E-42,1.54E-13,3.41E-10,0.244369485
308.55727,61.12729,63.4037,69.94719,0.377962855,0.290437358,0.231269512,0.000540772,5.55E-15,0.387772315,1.40E-21,1.34E-06,1.04E-05,0.388324785,0.002387398,1.49E-07,0.285098123,2.07E-29,2.29E-08,1.87E-07,0.28748588,0.014668743,0.032900776,0.191461683,1.92E-41,2.12E-13,4.12E-10,0.239031203
309.51218,60.75658,63.10061,69.725,0.383830627,0.296659815,0.228513413,0.000491593,2.55E-15,0.393806432,5.47E-21,1.71E-06,1.19E-05,0.394311599,0.002171707,9.23E-08,0.289777706,8.11E-29,2.90E-08,2.19E-07,0.291949754,0.013602745,0.02564772,0.196330056,6.82E-41,2.91E-13,4.99E-10,0.235580521
310.4671,60.38501,62.82107,69.50386,0.388052044,0.299692854,0.230152754,0.000446881,1.11E-15,0.399799097,2.14E-20,2.17E-06,1.36E-05,0.400261747,0.001975358,5.73E-08,0.294448771,3.17E-28,3.68E-08,2.57E-07,0.296424481,0.012610404,0.019888556,0.201229507,2.42E-40,4.00E-13,6.04E-10,0.233728468
311.42201,60.0049,62.54412,69.28178,0.395571004,0.303016486,0.233068827,0.000406232,5.55E-16,0.405746454,8.37E-20,2.75E-06,1.56E-05,0.406171026,0.001796646,3.55E-08,0.299108536,1.24E-27,4.68E-08,3.01E-07,0.300905565,0.01168719,0.015358571,0.206155578,8.60E-40,5.50E-13,7.32E-10,0.233201339
312.37693,59.62109,62.24894,69.07069,0.403903217,0.309326059,0.236349615,0.000369275,2.22E-16,0.411645016,3.27E-19,3.49E-06,1.79E-05,0.412035651,0.001634002,2.20E-08,0.303754439,4.86E-27,5.94E-08,3.53E-07,0.305388876,0.010828733,0.011821684,0.211103913,3.06E-39,7.56E-13,8.85E-10,0.233754331
313.33184,59.26891,61.94491,68.84196,0.409692074,0.312288178,0.239159995,0.000335678,1.11E-16,0.417491174,1.28E-18,4.43E-06,2.05E-05,0.417851764,0.001486003,1.37E-08,0.308383758,1.90E-26,7.54E-08,4.14E-07,0.309870264,0.010030911,0.009076205,0.21606987,1.09E-38,1.04E-12,1.07E-09,0.235176988
314.28676,58.84196,61.6576,68.60016,0.414061915,0.315643473,0.24357574,0.000305134,0.00E+00,0.423281695,5.01E-18,5.63E-06,2.35E-05,0.42361593,0.00135134,8.48E-09,0.312994001,7.44E-26,9.57E-08,4.86E-07,0.314345931,0.009289772,0.006954588,0.22104895,3.86E-38,1.43E-12,1.30E-09,0.237293311
315.24167,58.44321,61.34036,68.36367,0.420817697,0.322621406,0.248397125,0.000277368,0.00E+00,0.429013238,1.96E-17,7.15E-06,2.69E-05,0.429324655,0.001228827,5.26E-09,0.317582526,2.91E-25,1.22E-07,5.69E-07,0.318812049,0.008601602,0.005320812,0.226036395,1.37E-37,1.96E-12,1.57E-09,0.239958811
316.19659,58.04297,61.03166,68.12977,0.428148768,0.32621982,0.252305567,0.000252126,0.00E+00,0.434682834,7.67E-17,9.07E-06,3.08E-05,0.434974866,0.001117373,3.27E-09,0.322146934,1.14E-24,1.54E-07,6.68E-07,0.323265132,0.007962861,0.004066056,0.231027623,4.87E-37,2.70E-12,1.90E-09,0.243056542
317.1515,57.6297,60.71751,67.88921,0.434112305,0.329166928,0.254932553,0.00022918,0.00E+00,0.44028739,3.00E-16,1.15E-05,3.53E-05,0.440563428,0.001015992,2.03E-09,0.326684686,4.45E-24,1.96E-07,7.83E-07,0.327701658,0.007370231,0.003104403,0.236017831,1.73E-36,3.71E-12,2.30E-09,0.246492467
318.10642,57.22518,60.419,67.64761,0.439999982,0.333218411,0.256841639,0.000208321,0,0.445824133,1.17E-15,1.46E-05,4.05E-05,0.44608758,0.000923776,1.26E-09,0.331193495,1.74E-23,2.49E-07,9.18E-07,0.33211844,0.006820564,0.00236854,0.241002428,6.14E-36,5.10E-12,2.79E-09,0.250191535
319.06133,56.79409,60.07853,67.38848,0.445341622,0.336402224,0.260790663,0.00018936,0,0.45129004,4.59E-15,1.86E-05,4.64E-05,0.451544386,0.000839906,7.80E-10,0.335670948,6.82E-23,3.16E-07,1.08E-06,0.336512247,0.00631092,0.00180615,0.245976635,2.18E-35,7.02E-12,3.37E-09,0.254093708
320.01625,56.35805,59.76117,67.14942,0.45455322,0.339306404,0.264680736,0.000172123,0,0.4566821,1.80E-14,2.36E-05,5.32E-05,0.456930996,0.000763628,4.84E-10,0.340114886,2.67E-22,4.01E-07,1.26E-06,0.340880177,0.005838515,0.00137673,0.250935922,7.75E-35,9.65E-12,4.08E-09,0.258151171
320.97116,55.92537,59.4376,66.89054,0.46499349,0.343247966,0.267985215,0.000156455,0,0.461996379,7.02E-14,2.99E-05,6.10E-05,0.462243733,0.00069426,3.00E-10,0.344523037,1.04E-21,5.09E-07,1.48E-06,0.345219286,0.00540076,0.001049082,0.255875605,2.75E-34,1.33E-11,4.94E-09,0.262325451
321.92608,55.48044,59.10755,66.63429,0.472993339,0.347267299,0.271756922,0.000142212,0,0.467227419,2.75E-13,3.80E-05,6.99E-05,0.467477502,0.000631178,1.86E-10,0.348893388,4.08E-21,6.46E-07,1.73E-06,0.349526947,0.004995206,0.000799217,0.26079128,9.78E-34,1.82E-11,5.98E-09,0.266585709
322.88099,55.02249,58.7753,66.36884,0.480606687,0.350439843,0.275684401,0.000129265,0,0.472365426,1.07E-12,4.82E-05,8.00958E-05,0.472623007,0.000573817,1.15E-10,0.353223818,1.60E-20,8.21E-07,2.03E-06,0.353800489,0.004619584,0.000608754,0.265678427,3.47E-33,2.51E-11,7.24E-09,0.270906772
323.83591,54.55603,58.4355,66.10654,0.486663684,0.354892269,0.280769873,0.000117497,0,0.477391443,4.20E-12,6.12E-05,9.17963E-05,0.477661946,0.000521658,7.16E-11,0.357512469,6.25E-20,1.04E-06,2.38E-06,0.358037553,0.004271753,0.000463614,0.270532834,1.23E-32,3.45E-11,8.76E-09,0.27526821
324.79082,54.0927,58.10093,65.84201,0.492664001,0.360299581,0.284925315,0.0001068,0,0.482265178,1.64E-11,7.76951E-05,0.000105205,0.482554878,0.000474232,4.44E-11,0.361757374,2.45E-19,1.32E-06,2.80E-06,0.362235725,0.003949729,0.000353042,0.275350205,4.38E-32,4.74E-11,1.06E-08,0.279652987
325.74574,53.61837,57.75045,65.561,0.497735448,0.364705937,0.288032984,9.70759E-05,0,0.486899327,6.42E-11,9.86138E-05,0.000120571,0.487215588,0.00043111,2.76E-11,0.365956818,9.57E-19,1.68E-06,3.28E-06,0.366392886,0.003651648,0.000268818,0.280126579,1.56E-31,6.51E-11,1.28E-08,0.284047057
326.70065,53.13858,57.40036,65.2836,0.499000493,0.370433343,0.292919297,8.82373E-05,0,0.491101435,2.51E-10,0.000125154,0.000138179,0.491453005,0.000391905,1.71E-11,0.370108961,3.74E-18,2.13E-06,3.84E-06,0.370506842,0.003375782,0.000204675,0.28485794,5.53E-31,8.96E-11,1.55E-08,0.288438412
327.65557,52.66358,57.03874,65.00028,0.498071391,0.374763212,0.299082447,8.02E-05,0,0.494447821,9.80E-10,0.000158821,0.000158356,0.494845202,0.000356259,1.06E-11,0.374212163,1.46E-17,2.71E-06,4.51E-06,0.374575637,0.003120512,0.000155829,0.289540627,1.96E-30,1.23E-10,1.88E-08,0.292816987
328.61048,52.19111,56.6868,64.71852,0.496830427,0.378279293,0.302293562,7.29E-05,0,0.496012432,3.83E-09,0.000201517,0.000181476,0.49646833,0.000323853,6.58E-12,0.378264575,5.73E-17,3.44E-06,5.28E-06,0.378597149,0.002884341,1.19E-04,0.294170951,6.98E-30,1.69E-10,2.28E-08,0.297173951
329.5654,51.70864,56.32021,64.43078,0.498367119,0.383067234,0.303352841,6.63E-05,0,0.493816055,1.49E-08,0.000255648,0.000207969,0.494345949,0.00029439,4.08E-12,0.382264366,2.24E-16,4.36E-06,6.20E-06,0.382569316,0.002665866,9.03E-05,0.298745595,2.48E-29,2.33E-10,2.76E-08,0.301501806
330.52031,51.25099,55.94908,64.13442,0.493663154,0.388814203,0.306811904,6.02E-05,0,0.483836592,5.83E-08,0.000324251,0.000238322,0.484459452,0.000267606,2.53E-12,0.386209164,8.77E-16,5.54E-06,7.26E-06,0.386489575,0.00246379,6.88E-05,0.303261234,8.81E-29,3.20E-10,3.34E-08,0.305793814
331.47523,50.79593,55.57323,63.82905,0.465520955,0.39541951,0.309939639,5.47E-05,0,0.458779091,2.28E-07,0.000411152,0.000273099,0.459518315,0.000243256,1.57E-12,0.390095962,3.43E-15,7.03E-06,8.52E-06,0.390354771,0.0022769,5.23E-05,0.307714925,3.13E-28,4.40E-10,4.04E-08,0.310044209
332.43014,50.37344,55.21202,63.53758,0.409230302,0.401191567,0.313509009,4.98E-05,0,0.408532882,8.87E-07,0.000521164,0.000312942,0.409417635,0.00022112,9.75E-13,0.393919982,1.34E-14,8.93E-06,9.99E-06,0.39416002,0.002104078,3.98E-05,0.312103737,1.11E-27,6.05E-10,4.89E-08,0.314247711
333.38506,49.97984,54.8133,63.25643,0.329472946,0.406381933,0.317484706,4.52E-05,0,0.327265961,3.46E-06,0.000660329,0.000358585,0.32833356,0.000200996,6.05E-13,0.397673452,5.25E-14,1.13E-05,1.17E-05,0.397897497,0.001944278,3.03E-05,0.316425125,3.95E-27,8.31E-10,5.91E-08,0.318399796
334.33997,49.67471,54.41872,62.93536,0.238478317,0.410291991,0.320311677,4.11E-05,0,0.226847063,1.35E-05,0.000836195,0.000410868,0.228148693,0.000182703,3.75E-13,0.401342352,2.06E-13,1.44E-05,1.37E-05,0.401553181,0.001796536,2.31E-05,0.320676566,1.40E-26,1.14E-09,7.16E-08,0.322496265
335.29489,49.48016,54.02068,62.62666,0.151120772,0.414576811,0.324808359,3.74E-05,0,0.135226443,5.23E-05,0.001058174,0.000470754,0.136845029,0.000166074,2.33E-13,0.404901143,8.04E-13,1.83E-05,1.61E-05,0.405101591,0.001659949,1.76E-05,0.324855926,4.98E-26,1.57E-09,8.67E-08,0.326533541
336.2498,49.45326,53.62887,62.31992,0.078964212,0.418058501,0.331395238,3.40E-05,0,0.071589933,2.02E-04,0.001337913,0.000539341,0.073703568,0.000150958,1.44E-13,0.408301866,3.15E-12,2.32E-05,1.89E-05,0.4084949,0.00153369,1.34E-05,0.328961101,1.77E-25,2.16E-09,1.05E-07,0.330508279
337.20472,49.42487,53.2361,61.99088,0.031547067,0.41822248,0.336878475,3.09E-05,0,0.035189896,0.00077458,0.001689761,0.000617884,0.038302993,0.000137216,8.95E-14,0.411454434,1.23E-11,2.95E-05,2.21E-05,0.411643235,0.001416983,1.02E-05,0.332990368,6.29E-25,2.97E-09,1.27E-07,0.334417666
338.15963,49.39721,52.82981,61.67884,0.011707015,0.417712907,0.338885854,2.81E-05,0,0.016621936,0.002849125,0.002131208,0.000707817,0.022338146,0.000124725,5.56E-14,0.414188814,4.81E-11,3.74E-05,2.59E-05,0.414376879,0.001309115,7.75E-06,0.336942039,2.23E-24,4.08E-09,1.54E-07,0.338259066
339.11455,49.36126,52.43689,61.34921,0.014384658,0.41750138,0.342138338,2.55E-05,0,0.007698258,0.009206084,0.002683374,0.000810778,0.020423999,0.000113371,3.45E-14,0.416185849,1.88E-10,4.75E-05,3.04E-05,0.41637711,0.001209421,5.90E-06,0.340814797,7.93E-24,5.61E-09,1.86E-07,0.342030312
340.06946,49.33348,52.0274,61.01475,0.028415068,0.417100009,0.346510264,2.32E-05,0,0.003532158,0.021626087,0.003371352,0.000928633,0.029481412,0.00010305,2.14E-14,0.416851946,7.37E-10,6.03E-05,3.57E-05,0.417050919,0.001117289,4.49E-06,0.344607359,2.82E-23,7.72E-09,2.25E-07,0.345729374
341.02438,49.29872,51.64382,60.68638,0.039351057,0.416200926,0.348965781,2.11E-05,0,0.001613488,0.032881198,0.004224451,0.001063513,0.03980372,9.36678E-05,1.32E-14,0.41510547,2.88E-09,7.65E-05,4.18E-05,0.415317442,0.001032147,3.42E-06,0.348318796,1.00E-22,1.06E-08,2.73E-07,0.349354646
341.97929,49.26905,51.24229,60.35658,0.039928635,0.409487525,0.353254745,1.92E-05,0,0.000735487,0.037440531,0.005275991,0.00121784,0.044689,8.51E-05,8.23E-15,0.409050713,1.13E-08,9.70672E-05,4.90E-05,0.409281967,0.000953472,2.60E-06,0.351948204,3.56E-22,1.46E-08,3.30E-07,0.352904624
342.93421,49.2325,50.86653,60.01297,0.039266741,0.400192515,0.356812857,1.74E-05,0,0.000334903,0.038112179,0.006562666,0.00139438,0.046421535,7.74E-05,5.11E-15,0.395605839,4.41E-08,0.000123189,5.75E-05,0.395863952,0.000880774,1.98E-06,0.355495013,1.26E-21,2.01E-08,3.99E-07,0.356378188
343.88912,49.19848,50.48839,59.66826,0.043365701,0.382133717,0.360215974,1.58E-05,0,0.00015241,0.037434604,0.008122923,0.001596266,0.047322025,7.03E-05,3.20E-15,0.370460818,1.72E-07,0.000156322,6.74E-05,0.370755059,0.000813602,1.51E-06,0.358958664,4.49E-21,2.76E-08,4.83E-07,0.359774286
344.84404,49.14855,50.13071,59.3275,0.047174128,0.343142138,0.36688538,1.44E-05,0,6.93344E-05,0.036283074,0.009994432,0.001827069,0.048188291,6.39E-05,1.99E-15,0.329321515,6.74E-07,0.000198339,7.90E-05,0.329663491,0.000751539,1.15E-06,0.362338889,1.59E-20,3.79E-08,5.85E-07,0.363092199
345.79895,49.10356,49.80629,58.97022,0.051393654,0.286322758,0.374430782,1.31E-05,0,3.15E-05,0.034893216,0.012210014,0.002090825,0.04923866,5.81E-05,1.21E-15,0.271422349,2.64E-06,0.000251604,9.26506E-05,0.271827354,0.000694199,8.74E-07,0.365635399,5.66E-20,5.21E-08,7.08E-07,0.366331232
346.75387,49.05141,49.55302,58.61133,0.055172823,0.221204469,0.381057224,1.19E-05,0,1.43E-05,0.03332603,0.014792534,0.00239212,0.050536904,5.28E-05,7.79E-16,0.203463772,1.03E-05,0.000319103,0.000108622,0.203954618,0.000641222,6.65E-07,0.368848131,2.01E-19,7.16E-08,8.57E-07,0.369490947
347.70878,48.99718,49.32314,58.2558,0.056383064,0.156444209,0.384647214,1.08E-05,0,6.52E-06,0.031602693,0.01774853,0.002736121,0.052104662,4.80E-05,4.33E-16,0.138123355,4.02E-05,0.000404592,0.000127343,0.138743516,0.00059228,5.07E-07,0.371976918,7.14E-19,9.85E-08,1.04E-06,0.372570841
348.6637,48.94333,49.25682,57.87176,0.056740687,0.098455503,0.387086118,9.82E-06,0,2.96E-06,0.029739896,0.021062204,0.003128672,0.053943551,4.36E-05,2.60E-16,0.086051301,0.00015661,0.000512801,0.000149287,0.086913641,0.000547066,3.86E-07,0.375021678,2.54E-18,1.35E-07,1.26E-06,0.375570521
349.61861,48.89267,49.23322,57.49693,0.057857687,0.055186289,0.390100208,8.92E-06,0,1.35E-06,0.027759057,0.024690346,0.003576334,0.056036005,3.97E-05,1.73E-16,0.050338876,0.000604272,0.000649652,0.000175008,0.051807475,0.000505297,2.94E-07,0.377982024,9.01E-18,1.86E-07,1.52E-06,0.378489322
350.57353,48.83104,49.20642,57.11844,0.059546272,0.029490632,0.39276032,8.11E-06,0,6.12E-07,0.025687957,0.028560886,0.004086485,0.058344049,3.61E-05,8.66E-17,0.028271727,0.002253294,0.00082255,0.000205155,0.031588781,0.000466712,2.23E-07,0.380857321,3.20E-17,2.56E-07,1.84E-06,0.381326353
351.52844,48.77163,49.1713,56.75363,0.061304558,0.019440286,0.395521336,7.37E-06,0,2.78E-07,0.023560223,0.032575367,0.004667361,0.060810599,3.28E-05,8.66E-17,0.015497594,0.007482489,0.001040701,0.000240484,0.024294039,0.000431068,1.70E-07,0.383646116,1.14E-16,3.52E-07,2.23E-06,0.384079934
352.48336,48.72406,49.13993,56.39249,0.063158329,0.025246978,0.397136362,6.70E-06,0,1.26E-07,0.021413286,0.036616942,0.005328161,0.063365214,2.98E-05,0.00E+00,0.008379063,0.018437882,0.001315502,0.000281885,0.02844412,0.000398143,1.29E-07,0.386345868,4.04E-16,4.84E-07,2.70E-06,0.386747321
353.43827,48.65721,49.10247,55.99899,0.066128513,0.035439268,0.39837262,6.09E-06,0,5.74E-08,0.019286024,0.040561536,0.006079068,0.065932774,2.71E-05,0.00E+00,0.004495967,0.029435375,0.001660942,0.000330396,0.035949756,0.000367729,9.86E-08,0.388951896,1.44E-15,6.65E-07,3.26E-06,0.389323653
354.39319,48.58546,49.06566,55.60835,0.06837579,0.038494206,0.400453018,5.53E-06,0,2.61E-08,0.017215821,0.044291082,0.006931356,0.06844382,2.46E-05,0.00E+00,0.002402344,0.034599914,0.002094058,0.000387231,0.039508157,0.000339635,7.50E-08,0.391456275,5.10E-15,9.14E-07,3.95E-06,0.39180085
355.3481,48.52503,49.02886,55.2283,0.069697049,0.039817571,0.403262108,5.03E-06,0,1.18E-08,0.015236187,0.047704547,0.007897369,0.070843145,2.24E-05,0.00E+00,0.001280713,0.036016669,0.002635323,0.00045381,0.040408883,0.000313686,5.71E-08,0.393845486,1.81E-14,1.26E-06,4.78E-06,0.394165268
356.30302,48.45879,48.99244,54.83956,0.070895739,0.04134583,0.404014637,4.57E-06,0,5.37E-09,0.013374593,0.050725677,0.008990603,0.07309545,2.03E-05,0.00E+00,0.000681875,0.036122624,0.003309003,0.000531792,0.040665626,0.000289717,4.35E-08,0.396097194,6.43E-14,1.73E-06,5.79E-06,0.39639447
357.25793,48.38858,48.95381,54.46106,0.072564693,0.042563655,0.399996768,4.16E-06,0,2.44E-09,0.01165143,0.053305212,0.010225612,0.075186413,1.85E-05,0.00E+00,0.000362773,0.035803183,0.004143234,0.000623111,0.040950782,0.000267577,3.31E-08,0.398174529,2.29E-13,2.38E-06,7.01E-06,0.398451521
358.21285,48.31722,48.91253,54.0846,0.073748797,0.043544582,0.396676508,3.78E-06,0,1.11E-09,0.010079503,0.055419157,0.011618046,0.077120485,1.68E-05,0.00E+00,1.93E-04,0.035292822,0.005169833,0.000730028,0.041402393,0.000247128,2.52E-08,0.400017457,8.12E-13,3.27E-06,8.48E-06,0.400276356
359.16776,48.2483,48.86655,53.70054,0.074725656,0.044639963,0.395342917,3.43E-06,0,5.02E-10,0.008664563,0.05706358,0.013184424,0.078916001,1.53E-05,0,1.03E-04,0.034637447,0.006423406,0.000855171,0.042033848,0.000228241,1.92E-08,0.401528607,2.88E-12,4.49E-06,1.03E-05,0.40177162
360.12268,48.18077,48.82089,53.32004,0.07655918,0.045986773,0.392262631,3.12E-06,0,2.28E-10,0.007406111,0.058248508,0.014942083,0.080599822,1.39E-05,0,5.45E-05,0.033832702,0.007939787,0.001001609,0.042842482,2.11E-04,1.46E-08,0.402551451,1.02E-11,6.17E-06,1.24E-05,0.402780856
361.07759,48.10098,48.78096,52.95805,0.077743653,0.04706877,0.387826908,2.84E-06,0,1.03E-10,0.006298765,0.058991698,0.016908773,0.082202072,1.26E-05,0,2.90E-05,0.032861619,0.009753194,0.001172901,0.043829293,1.95E-04,1.11E-08,0.402836408,3.64E-11,8.48E-06,1.50E-05,0.403054624
